NAME,metropolitan statistical area/micropolitan statistical area,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,masters_degree,no_schooling,nursery_school,professional_degree,some_college_1_or_more_years,some_college_less_1_year
"Roswell, NM Micro Area",40740,3843,4671,18.200004763152254,359,27.552454214198956,19.05737216890138,35.19016885374741,41989,3021,53,1146,1072,1085,104,355,111,172,990,244,675,1050,8548,15,2061,922,8,551,7325,3608
"Ruidoso, NM Micro Area",40760,1645,2769,28.7753807106599,145,27.29060913705584,8.210659898477157,35.723350253807105,15760,490,0,87,321,239,13,51,33,17,180,46,51,137,3811,0,1352,119,0,269,2824,1161
"Russellville, AL Micro Area",40770,1399,2036,14.889393079977312,69,39.402533560219325,20.514274910190963,25.1937984496124,21156,987,0,963,710,397,93,49,7,15,197,218,312,841,7349,0,890,525,13,155,2327,1604
"Russellville, AR Micro Area",40780,3887,8107,22.066993611900322,577,36.17510269820301,15.13599594636168,26.62190774353499,55259,3893,9,1591,1265,1407,91,64,173,34,478,300,895,1038,16097,12,2973,1001,6,537,7502,3322
"Ruston, LA Micro Area",40820,1257,5189,35.95092953693537,603,29.5747983794631,10.609215857029268,23.86505622657226,26411,1069,2,707,590,306,5,134,27,44,45,57,184,454,6742,0,3356,247,0,347,3074,1972
"Rutland, VT Micro Area",40860,4440,9081,33.534528670335526,548,32.89987573229185,6.271081129060891,27.294514468311736,45064,1548,0,511,671,552,14,7,0,4,17,76,406,389,13278,0,4554,179,0,929,5519,2341
"Sacramento-Roseville-Folsom, CA Metro Area",40900,162851,379918,36.31107741387726,26473,20.635121534106943,9.906583031854787,33.14721802016101,1651306,46486,553,13196,17444,38873,1129,3258,1626,3416,13904,3235,9635,10534,294263,365,144057,45852,568,49159,262123,122388
"Safford, AZ Micro Area",40940,2568,2407,14.591321897073664,77,30.3087790110999,15.761856710393543,39.3380423814329,24775,2234,3,651,853,633,29,4,12,0,108,55,626,501,5275,0,1029,429,1,102,5114,2064
"Saginaw, MI Metro Area",40980,14854,19466,23.446640075046332,887,32.78319694323477,8.93234390134153,34.83781908037737,131119,5863,2,2486,2936,2659,14,79,54,34,243,84,695,861,37122,21,8597,1531,13,1793,19522,11303
"St. Cloud, MN Metro Area",41060,17650,23206,27.695146676804157,1575,28.265380472660457,7.314040423240195,36.72543242729519,126264,3455,14,992,1424,1765,45,80,38,197,147,104,1519,705,32234,25,8315,2176,4,1873,20062,8659
"St. George, UT Metro Area",41100,15604,25871,33.287575022347085,2357,21.461179925935387,5.679351296130762,39.57189375558677,125296,3397,71,849,1131,1888,2,36,0,150,362,99,358,965,23493,17,10868,1140,48,2612,21324,12654
"St. Joseph, MO-KS Metro Area",41140,5687,12667,22.939719041662656,835,38.52593091503897,9.454681035312229,29.07966900798614,83144,5519,4,1487,1401,1262,1,52,17,37,166,228,1301,1058,26513,10,4636,817,20,935,11970,6521
"St. Louis, MO-IL Metro Area",41180,181657,437752,37.55868616460595,33277,25.470382173079415,6.69080949917398,30.28012216314065,1960002,76625,108,21530,28470,28412,431,543,332,1255,2281,3252,12061,13720,422595,245,220002,18030,470,45120,274860,136974
"St. Marys, PA Micro Area",41260,2821,3039,19.944622687118184,134,48.6177646903705,6.491451676701973,24.946160945809343,22753,1085,16,208,389,300,0,10,0,14,0,37,146,179,9977,0,1220,174,4,145,1736,1119
"Salem, OH Micro Area",41400,8225,7922,16.035327681996257,341,44.653753224947785,10.315737745198412,28.99518134785754,73257,2981,15,1617,2012,1452,10,23,18,22,44,51,698,677,29731,13,3153,885,20,331,8423,4593
"Salem, OR Metro Area",41420,28388,50587,26.91651942093679,3046,24.874023097774607,12.793328993459191,35.416128487829404,290331,16858,226,4235,4066,6306,342,1306,977,1120,3345,979,2631,4615,55359,175,19963,6701,119,4551,48364,26072
"Salina, KS Micro Area",41460,4148,7847,28.606555361577612,427,29.63436524133861,6.911898497627185,34.84718089945659,40669,1672,13,350,413,802,0,0,8,9,141,41,131,308,10380,0,2641,595,0,719,6300,3724
"Salinas, CA Metro Area",41500,22480,46167,27.883727092389556,4646,20.635648144832675,26.665210510108352,24.81541425266942,279274,9730,644,3463,4304,7191,2124,3385,2060,2140,20570,1818,3952,10881,47900,91,20769,11766,80,6290,33173,13650
"Salisbury, MD Metro Area",41540,6778,13579,26.676144235750517,1067,34.8192234015638,11.51283688541378,26.991795477271907,83003,3614,19,1898,2203,1812,139,82,56,137,254,240,1073,964,25287,0,6045,679,0,1451,9757,5869
"Salt Lake City-Murray, UT Metro Area",41620,74259,194516,37.76261687332751,13918,22.666061000636198,8.234046187398352,31.337275938637944,807926,25469,150,6335,9061,16325,387,922,701,1071,6132,1471,3630,6420,157656,175,78173,13602,143,18487,120788,58135
"San Angelo, TX Metro Area",41660,6758,13204,25.076853298392383,678,27.717583026760067,12.81434258932621,34.391221085521344,79372,4111,0,1728,1197,1373,132,224,59,312,843,464,817,1132,17889,32,5274,1802,56,748,13639,6900
"San Antonio-New Braunfels, TX Metro Area",41700,148131,344377,31.926223860193065,22018,25.01716826293231,12.67712675673051,30.379481120144114,1719743,79089,1103,23827,28999,33646,2176,4607,3321,5271,22663,7289,17510,30445,351142,518,149648,35885,754,33006,250469,123849
"San Diego-Chula Vista-Carlsbad, CA Metro Area",41740,189330,580152,42.08987125049854,57934,17.946574355426186,10.982290608535852,28.981263785539426,2269135,55030,1276,16185,23735,51863,3621,7021,5005,7492,30163,6080,13407,22212,352202,730,250414,59848,565,66576,321875,146419
"Sandpoint, ID Micro Area",41760,3021,7017,28.93056341443699,298,29.07067604343492,8.379813003529762,33.618947538598334,37113,2050,0,548,768,737,0,0,11,24,31,12,333,251,8739,0,2642,355,40,780,6086,3370
"Sandusky, OH Metro Area",41780,8082,15531,28.145074788717455,868,34.60083216445267,6.962599747757517,30.291493299072357,84839,3157,0,775,1495,1495,0,70,5,32,153,51,431,892,26198,6,6410,491,11,1069,11471,6146
"Sanford, NC Micro Area",41820,5755,6488,21.613846013334552,269,26.874600420129692,14.862087861905197,36.64946570463056,43796,2245,0,934,1184,720,1,222,50,109,745,262,606,987,9525,19,2336,591,79,373,7425,2871
"San Francisco-Oakland-Fremont, CA Metro Area",41860,225166,1019630,52.36501515911042,115478,14.958360195038015,10.512148150847105,22.164476495004457,3403234,61973,2032,20462,24047,71770,4810,9397,6183,13012,41521,7447,18704,34565,447095,1708,513843,100680,1415,133153,375149,153994
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",41940,90217,383775,54.81277268397755,66781,13.910827453830096,10.86552463890634,20.41087522328602,1381636,23170,881,8912,10300,28072,1853,4428,3014,4923,19797,3503,9866,13228,169027,963,267314,39961,421,39443,135552,56235
"San Juan-Bayamón-Caguas, PR Metro Area",41980,183399,334732,31.325239896741163,23013,26.478702701574257,17.548196264858788,24.64786113682579,1532847,36302,4379,18504,26317,11076,7625,13986,17826,13463,31750,21611,28763,43317,369576,219,97611,29871,280,24812,170899,23516
"San Luis Obispo-Paso Robles, CA Metro Area",42020,19637,46166,39.201400387945306,3519,18.178759731487176,8.229907534444603,34.38993234612291,190233,4847,37,1689,2033,3499,384,414,100,219,1671,616,638,1511,29735,23,18682,2793,29,6207,31429,14355
"Santa Cruz-Watsonville, CA Metro Area",42100,15357,45391,43.55796468303216,5607,15.206998836866328,11.506675496836165,29.728360983265347,179687,3961,476,1344,1340,3197,365,1181,531,840,3878,602,965,2330,23364,12,21461,3604,11,5809,27017,11044
"Santa Fe, NM Metro Area",42140,8708,26025,44.165445696289936,4490,20.129170245372944,8.556897219555735,27.148486838781388,118758,4004,131,1156,1592,1251,234,135,243,197,1272,311,916,1468,19901,7,16754,1248,1,5181,17024,6509
"Santa Maria-Santa Barbara, CA Metro Area",42200,23692,60231,35.869939954606835,7229,16.905363863590658,17.863863590657054,29.36083259114546,278456,5975,583,2312,4208,6138,1243,2594,1280,799,11905,1330,2383,5221,41099,135,24649,9442,170,7773,41146,16919
"Santa Rosa-Petaluma, CA Metro Area",42220,33077,83196,37.8469385158651,5258,18.648519512243393,11.136242193264932,32.36829977862658,353701,8646,245,2673,2946,8617,781,1034,704,1135,6566,818,2110,3028,57314,156,33280,8455,121,12131,56446,24964
"Sault Ste. Marie, MI Micro Area",42300,2193,3464,21.853242587811938,293,36.29038566846593,7.161855589454745,34.69451615426738,25566,2272,0,302,524,271,0,4,16,22,61,30,165,234,7006,0,1520,202,0,310,4026,2651
"Savannah, GA Metro Area",42340,22334,59943,34.94696225267349,4282,25.93936383498728,8.669970952519789,30.44370295981945,277821,13388,29,4744,4334,4753,67,231,156,483,970,484,1525,2920,58677,28,26555,3353,10,6310,44211,18034
"Sayre, PA Micro Area",42380,3825,5356,21.209129586535973,335,46.51293984909386,8.93448981030957,23.343440754060598,42543,1890,0,673,853,821,5,9,10,6,62,75,477,373,17898,0,2626,427,10,706,3873,2233
"Scottsbluff, NE Micro Area",42420,2534,4344,26.04413715480162,329,27.14555613619006,10.487598987016119,36.3227077219922,24877,969,16,265,511,473,53,97,32,31,181,50,262,302,5784,0,1453,336,0,353,3789,2713
"Scottsboro, AL Micro Area",42460,3441,3583,15.55027711797308,158,37.880707310636055,17.94404856162576,28.62496700976511,37890,2527,15,1218,1636,672,0,21,24,56,189,267,668,1227,11826,0,1852,764,42,299,4819,2586
"Scranton--Wilkes-Barre, PA Metro Area",42540,42057,66200,26.768498313826623,4498,36.88405078357469,8.876958936718905,27.470491965879784,403280,16612,410,5651,6941,6662,203,242,271,491,1238,741,3081,4118,132134,170,30670,5437,143,6584,44584,24142
"Seaford, DE Micro Area",42580,17401,35210,32.56618459616586,2852,29.56325373564599,10.357842587698928,27.512719080489223,187317,6254,171,2628,4269,2839,154,335,398,484,1103,336,1451,2585,49123,189,18872,2447,13,4068,22254,11881
"Searcy, AR Micro Area",42620,4736,5722,19.8029711325235,735,40.60874855270129,13.252350020605608,26.335930294169597,50957,4158,35,1125,2023,794,9,5,72,84,136,215,642,718,16535,0,3160,895,0,474,5341,3343
"Seattle-Tacoma-Bellevue, WA Metro Area",42660,259136,792775,46.31237272126325,62230,18.773780334619396,6.65326570396808,28.260581240149275,2850044,88941,813,17164,24043,45696,1788,2941,2380,3285,13442,4268,11676,18220,446120,464,385955,42960,481,78963,365278,181025
"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",42680,13290,25931,33.43323084108512,1626,27.734402366403298,8.012299069785545,30.820067722726037,128465,5610,3,1386,2089,2016,138,336,22,153,372,191,630,756,30019,0,12407,2167,34,2986,16231,10072
"Sebring, FL Metro Area",42700,7293,10017,19.72793341201317,664,34.45307161935524,13.635629542207592,32.183365426424,80495,4284,16,1862,1406,1837,27,71,240,218,766,207,901,1659,23449,0,3657,1750,16,1542,11459,7154
"Sedalia, MO Micro Area",42740,3347,3154,18.628818524201424,206,34.112149532710276,12.763286371878923,34.495745571209376,28676,1393,0,766,320,688,7,4,52,4,118,183,638,361,8389,11,1673,472,36,309,4006,2539
"Selinsgrove, PA Micro Area",42780,2457,3413,21.422412177107937,295,42.96854497056949,15.686274509803921,19.92276834251865,26673,1291,9,757,652,320,3,11,10,23,11,30,1402,629,10170,3,1740,306,18,266,1731,1126
"Selma, AL Micro Area",42820,2677,2868,17.007096091269062,181,39.04026345709021,12.941545458109537,31.011094993531184,25507,1148,0,692,759,556,0,95,16,16,116,59,172,524,8810,0,1184,296,0,105,3816,1417
"Seneca, SC Micro Area",42860,5935,10080,28.51701935065157,684,30.274461580502464,12.862290994176018,28.346228074669945,58551,3977,0,2100,1154,1132,35,41,54,91,291,273,548,938,13749,119,5248,755,0,685,7135,3527
"Seneca Falls, NY Micro Area",42900,3007,3583,24.13620011712541,171,32.23458545971722,15.385258930812348,28.24395549234502,23906,1603,19,737,701,525,23,4,8,76,44,74,644,404,6103,5,1642,400,14,374,2509,1236
"Sevierville, TN Micro Area",42940,6182,10314,21.438838782412628,407,35.291713641488165,12.202649379932357,31.066798196166857,70960,3972,18,1410,1561,1627,140,224,45,258,451,163,1051,887,21071,20,3276,753,51,1216,10523,5340
"Seymour, IN Micro Area",42980,2754,4329,20.274414850686036,80,39.52865213882163,10.83131557707829,29.365617433414045,30975,2631,212,390,355,739,0,36,7,35,208,133,368,420,9613,0,1630,452,0,241,3477,2865
"Shawano, WI Micro Area",43020,4026,4087,18.771331058020476,121,43.510661615054644,6.8791683627140925,30.83883896421079,31937,1312,9,347,505,505,3,5,3,10,34,9,323,214,12584,6,1564,224,0,223,3687,2136
"Shawnee, OK Micro Area",43060,4047,6953,20.998561742346414,306,35.220875282514896,11.45469488391206,32.32586809122663,48670,3164,0,1197,1480,902,28,10,23,13,93,177,436,790,13978,0,2549,426,0,412,7049,4637
"Sheboygan, WI Metro Area",43100,9457,15177,27.319025100036377,549,33.6485994907239,6.458105977931369,32.57426943130836,82470,3635,0,532,1263,1301,17,53,35,24,309,65,612,206,24115,0,5853,908,1,951,10838,6569
"Shelby-Kings Mountain, NC Micro Area",43140,9164,9312,21.0712736735579,617,33.823912100621655,12.53578140812491,32.56903281769553,69170,3890,0,1720,1266,1112,0,41,107,71,300,260,897,1894,19506,11,4024,992,0,622,9320,4044
"Shelbyville, TN Micro Area",43180,1887,4027,16.909245321697366,130,41.20127683251823,15.237063285208071,26.652414560576332,34147,2529,49,756,832,556,86,26,42,42,332,91,646,1160,11540,28,1325,557,0,292,4333,2881
"Shelton, WA Micro Area",43220,5975,6977,22.006446250836188,221,30.029798706695587,8.890961058969005,39.072793983499224,49331,3102,59,707,484,1392,9,88,3,115,210,28,143,498,11712,0,3008,650,0,650,8202,5098
"Sheridan, WY Micro Area",43260,2342,4732,33.37504469074008,290,29.424383267786915,3.660171612441902,33.5404004290311,22376,1186,0,111,253,87,0,0,0,0,32,15,119,147,5398,0,1970,55,0,476,3631,1532
"Sherman-Denison, TX Metro Area",43300,10073,15142,23.73325999111431,1092,31.097806080352044,9.535193686927455,35.63374024160619,94534,5880,5,1345,1244,1466,19,71,121,227,447,209,929,1250,23518,13,5304,1646,22,898,16079,7534
"Show Low, AZ Micro Area",43320,7026,7503,17.631494659443803,538,30.07840242866493,14.006600843905359,38.28350206798591,71809,3012,7,1300,2878,1427,65,133,144,223,371,303,983,1078,18587,0,3819,1146,0,801,15000,5465
"Shreveport-Bossier City, LA Metro Area",43340,21137,39831,25.225491309780757,2504,31.179143473815746,11.629747434586694,31.965617781816807,264090,12805,62,6579,7248,5227,84,124,174,360,1167,547,2025,3123,69536,53,19364,3895,45,4919,45167,18114
"Sidney, OH Micro Area",43380,3784,4387,20.611946337971176,205,40.878388894076636,8.622031313225635,29.887633454726554,32127,1293,0,502,746,652,3,12,0,0,90,65,113,297,11840,0,1876,267,23,154,3654,2164
"Sierra Vista-Douglas, AZ Metro Area",43420,9580,15057,27.657715188384362,1060,25.16721002924075,10.78210600611703,36.39296877625785,89259,4567,40,1354,1600,1740,43,169,123,173,801,241,1281,1192,17897,22,7394,832,13,1176,16324,6580
"Sikeston, MO Micro Area",43460,1895,4542,19.77919270985455,126,42.2659033822069,14.694199427536656,23.26070448040189,34238,2025,0,951,1038,743,3,25,38,52,123,150,767,691,12446,0,1868,450,0,236,4009,2060
"Silver City, NM Micro Area",43500,2005,3368,28.750060582561915,168,26.95197014491349,10.337808365240148,33.96016090728445,20633,1282,0,272,461,435,19,0,31,0,82,54,224,301,4279,18,2144,225,11,252,3864,1138
"Sioux City, IA-NE-SD Metro Area",43580,10420,14685,23.87548874134887,699,32.40910223223473,12.766303111698383,30.949105914718018,92329,4200,111,1240,1594,1420,64,192,100,164,1803,452,1369,1202,25723,39,5394,2033,4,1266,11458,6697
"Sioux Falls, SD-MN Metro Area",43620,24322,47952,35.745790724098754,2399,25.65592397479599,6.304617291602107,32.29366800950315,193620,6844,242,1547,2010,2699,62,105,41,50,440,467,1316,981,42831,16,14925,2199,32,3935,26266,11939
"Slidell-Mandeville-Covington, LA Metro Area",43640,13613,43862,36.565436985605054,2318,24.002033245730725,8.595870780744729,30.836658987919492,184926,9288,0,2296,3257,2711,14,472,173,86,860,612,1261,2200,35098,0,16603,1806,148,4836,30817,12595
"Snyder, TX Micro Area",43660,1168,1464,17.883044156797943,21,31.717616818140087,14.816854860919856,35.58248416414211,10893,1087,0,270,276,93,67,4,15,43,150,111,108,154,2368,0,394,323,0,69,1741,967
"Somerset, KY Micro Area",43700,4650,4530,17.913118465021018,196,35.513635873666054,15.093241349574216,31.480004311738707,46385,3880,5,1032,967,1129,4,30,0,91,135,296,1598,863,12593,0,2887,848,3,696,6287,3665
"Somerset, PA Micro Area",43740,5326,6080,17.285006917643635,378,49.31005606932207,9.945022937449938,23.459914075584358,54932,2484,3,926,1351,806,0,0,24,0,80,153,1074,498,24603,0,2578,524,24,459,4836,2725
"Sonora, CA Micro Area",43760,4261,6706,23.944468298268212,213,25.12284719240494,6.481083917752016,44.45160059157483,41922,1934,0,407,924,466,0,32,19,2,19,59,76,296,8598,0,2495,417,0,624,9596,4778
"South Bend-Mishawaka, IN-MI Metro Area",43780,20060,40004,30.719306728158593,4075,30.446405325993975,8.977386841224384,29.856901104623052,215096,11225,0,3224,4517,4271,34,184,62,179,609,277,1416,2021,54264,96,18009,2350,70,3988,28372,15789
"Sparta, WI Micro Area",43890,3811,4364,19.976272164684,148,36.303588033475485,9.154455382050214,34.5656844197903,31187,1120,2,321,343,596,0,7,32,62,72,21,873,117,10202,9,1418,389,11,300,4471,2498
"Spartanburg, SC Metro Area",43900,25336,38047,24.778778883603657,2318,31.63069264261059,12.711403611230823,30.87912486255493,248281,13009,0,5799,6120,5092,3,208,277,457,1748,1774,2816,3511,65524,33,18336,3542,180,2820,34654,16677
"Spearfish, SD Micro Area",43940,2057,4381,34.08732246186218,317,27.674907943187794,4.639663335086796,33.59810625986323,19010,816,0,104,192,201,21,0,0,48,2,15,100,48,4445,0,1391,151,0,391,2777,1553
"Spencer, IA Micro Area",43980,1542,2119,26.03846491613243,35,32.695178712566964,5.10230965135681,36.16404671994379,11387,387,0,73,184,182,8,1,0,0,0,0,42,20,3336,0,617,71,0,194,1505,1071
"Spirit Lake, IA Micro Area",44020,1848,3201,32.310117081957365,99,27.319123386370457,2.6868808165716,37.68387871510057,13324,343,0,116,50,41,0,0,67,0,0,0,25,21,3297,0,713,38,0,292,2195,978
"Spokane-Spokane Valley, WA Metro Area",44060,52080,81509,31.237076579542666,5324,24.856217456063405,5.695902653082547,38.21080331131138,411559,21763,140,3168,4731,5347,51,176,126,185,487,840,1861,2717,80535,94,33305,3462,57,8421,71074,34106
"Springfield, IL Metro Area",44100,13302,30020,34.60734136811403,1852,28.517968191073688,6.264790050079798,30.609900390732488,145368,6029,20,1617,2279,1820,21,40,32,179,188,78,777,961,35427,27,14668,1059,9,3768,19050,12145
"Springfield, MA Metro Area",44140,30483,54356,28.925090190635178,3588,30.78267339423155,12.822701154815272,27.469535260317997,319878,15094,128,5771,6699,6288,314,708,1379,915,1509,1474,3030,5323,83373,37,29143,7298,144,5438,36223,21163
"Springfield, MO Metro Area",44180,26790,59840,29.92808593370882,3619,30.212047875920838,7.462532364460612,32.397333825909726,319409,14583,3,4236,4914,4557,4,0,269,172,638,508,2959,2568,81917,1,25915,2952,55,6219,49184,27506
"Springfield, OH Metro Area",44220,9800,10774,18.535855509244417,575,37.60286416586513,10.737415838409747,33.123864486480706,93570,5429,2,2004,2575,2128,14,68,14,16,307,99,821,1216,29756,25,5381,735,23,614,12961,8233
"Starkville, MS Micro Area",44260,3087,6905,40.50357757449506,1619,25.571355251637833,10.38553271140899,23.53953446245811,33123,1499,1,639,810,481,5,118,0,45,148,39,366,336,6971,10,4120,442,0,772,3434,1276
"State College, PA Metro Area",44300,7260,21816,46.49672384975852,7235,28.454826041036473,5.427437630097516,19.621012479107492,97523,3313,1,577,695,1193,0,2,17,11,12,148,1427,796,24437,13,14279,389,12,2015,8321,3554
"Statesboro, GA Micro Area",44340,4486,9274,28.734942019739556,1093,30.179757571208764,11.329605584118287,29.755694824933386,53294,2968,12,1083,1647,975,0,62,5,16,169,144,567,751,13116,48,4236,552,7,711,7921,3451
"Staunton-Stuarts Draft, VA Metro Area",44420,7050,14976,26.165786212743757,1293,37.419291723733124,8.933889867171025,27.481032196352096,91998,5944,59,1974,1398,817,81,40,27,161,515,478,798,1002,28481,30,6428,817,22,1375,11960,6272
"Steamboat Springs, CO Micro Area",44460,2831,7663,42.04029054996958,322,24.21369019930583,5.102515475721902,28.64350377500268,27947,1137,3,195,360,381,0,0,0,0,72,22,109,181,5630,0,2743,103,0,1021,3495,1679
"Stephenville, TX Micro Area",44500,2177,5509,32.49512670565302,351,26.272904483430796,12.939571150097464,28.292397660818715,25650,1349,13,437,412,725,47,37,0,131,295,34,120,264,5390,0,2219,804,0,256,3573,1507
"Sterling, CO Micro Area",44540,1781,1713,18.90750758675287,59,37.75564058582926,10.621454017680433,32.71539780973743,15158,1644,0,390,328,247,2,0,43,57,80,2,89,274,4079,0,995,98,0,99,2145,1033
"Sterling, IL Micro Area",44580,4181,4836,20.07212776919114,96,37.83616692426584,8.987635239567233,33.10407006697579,38820,2256,0,484,604,695,112,29,21,65,107,69,377,396,12432,10,2609,520,0,251,5511,3159
"Stevens Point-Plover, WI Micro Area",44620,5971,10863,33.69664336271658,654,31.11728689912719,5.180424681922792,30.005645056233444,46058,1345,2,214,542,587,4,13,59,6,86,11,255,228,12987,37,3520,342,0,483,5269,2580
"Stillwater, OK Micro Area",44660,3272,9757,40.10511014201051,2410,27.04237951470424,6.825450072682545,26.02706027060271,44715,1920,43,530,694,382,14,10,0,30,132,203,218,250,10172,10,4958,536,0,808,5031,3335
"Stockton-Lodi, CA Metro Area",44700,45829,73689,21.572958036625103,3413,27.75445928948489,19.569372777783283,31.103209896106726,504845,18628,603,7444,9192,18374,1110,3352,2072,1900,14316,2209,7719,6268,121489,225,24869,23852,159,6939,72707,38487
"Storm Lake, IA Micro Area",44740,1489,1975,22.070073439412486,136,31.754895960832314,19.453794369645042,26.721236230110158,13072,288,0,373,297,175,0,54,57,1,324,19,231,225,3863,174,597,613,0,177,1209,795
"Sturgis, MI Micro Area",44780,4167,4453,17.1255453223461,159,36.303926320891904,13.693650024236547,32.87687833252545,41260,2223,35,753,917,638,0,42,47,64,200,34,1653,642,12756,0,2129,625,0,325,5931,3467
"Sulphur Springs, TX Micro Area",44860,1913,3405,20.028549902851026,159,34.045759149847335,15.365399103850272,30.560291843451363,25219,1455,52,697,888,488,30,115,118,76,297,76,235,402,7131,5,1291,375,21,196,4014,1780
"Summerville, GA Micro Area",44900,1406,1039,10.726920004564647,34,35.929476206778496,25.756019627981285,27.587584160675565,17526,1811,0,1061,755,439,55,12,20,11,313,299,608,588,4486,4,678,336,13,129,2311,1118
"Sumter, SC Metro Area",44940,8135,9755,23.158454856616906,428,32.21157994650099,10.876693416170506,33.7532717807116,69534,2967,0,1228,1734,1531,52,8,40,118,215,273,678,595,19431,57,5567,1004,30,353,10471,4864
"Sunbury, PA Micro Area",44980,6698,11221,22.06953518059623,821,45.38184275737779,9.521664038447097,23.026958023578885,79902,3899,14,1704,1766,1210,0,2,61,45,117,181,1069,855,32362,0,4202,576,8,1390,7395,4306
"Susanville, CA Micro Area",45000,2372,2309,13.212723998971104,83,30.2966646660379,20.85655491725971,35.63405641773129,23326,1804,10,667,1203,703,120,35,58,236,361,142,242,741,5263,0,547,339,8,143,3303,2637
"Sweetwater, TX Micro Area",45020,898,823,13.720784641068448,42,36.38355592654424,16.496243739565944,33.39941569282137,9584,916,0,336,186,83,41,32,0,6,39,34,276,208,2571,0,396,340,0,54,1380,923
"Syracuse, NY Metro Area",45060,58370,86152,34.215157775275514,7085,27.546392758030624,8.408105544078662,29.830343922615192,451148,23464,134,6277,6926,8159,111,312,148,376,819,762,3196,4291,100811,199,50844,6164,59,10280,46694,29515
"Tahlequah, OK Micro Area",45140,1626,5798,29.41694959519457,402,32.067772264298775,10.087490206320188,28.427787934186473,30632,2209,0,609,756,515,48,42,20,23,151,69,222,349,7614,0,2348,286,0,463,4824,2258
"Talladega-Sylacauga, AL Micro Area",45180,5759,6127,16.588433669051632,470,36.25301918607301,15.698248492305822,31.460298652569534,65829,4112,0,2226,2132,1625,17,51,18,98,244,280,1035,1435,19753,7,3631,1166,0,692,10211,4740
"Tallahassee, FL Metro Area",45220,20147,57511,40.85627688938287,6868,23.72540736517884,8.757582344569627,26.660733400868665,243823,11751,30,3669,4505,3990,58,258,128,242,615,639,1222,2783,46097,78,27808,2982,154,7430,30727,14131
"Tampa-St. Petersburg-Clearwater, FL Metro Area",45300,235657,507296,34.01621428456231,31555,27.44599977760745,9.144705402016982,29.393080535813265,2356194,101137,722,31916,30433,48203,1110,2361,2972,4343,10934,7160,15611,23487,545544,306,209911,35287,622,52726,296606,160295
"Taos, NM Micro Area",45340,2239,5289,37.06023554121972,379,26.468381966844195,6.646163078538744,29.825219413397345,26662,1220,0,374,401,269,5,10,14,7,50,22,70,217,5837,36,3551,297,0,662,4433,1280
"Taylorville, IL Micro Area",45380,2641,2799,16.548414879219127,201,44.10039781815199,9.088299224869786,30.262888077759094,24383,1349,2,490,457,474,0,0,0,7,46,67,229,224,9404,0,864,220,0,171,2722,2016
"Terre Haute, IN Metro Area",45460,12714,15652,22.03609161171382,1778,37.048854853577254,9.626497908246472,31.288555626462454,112824,8126,4,2597,2438,1360,0,5,24,23,280,300,875,1721,33674,18,6443,1203,13,989,14667,7920
"Texarkana, TX-AR Metro Area",45500,7669,12210,19.93461758305673,600,37.926815816127,10.798126773698618,31.34043982711766,99721,7298,23,1514,2552,1776,0,49,41,124,398,368,1309,1432,30523,4,5924,1145,33,1145,16742,6842
"The Dalles, OR Micro Area",45520,2190,2498,21.77860366339262,301,27.172816564905762,13.071409609769047,37.97717016193257,18835,1051,0,365,367,437,6,88,0,0,276,88,215,264,4067,34,914,322,0,389,3159,1804
"Thomaston, GA Micro Area",45580,1685,1885,14.830045286554578,67,40.21654260579876,14.491697464994013,30.461714642652648,19211,2083,0,634,538,206,63,20,39,17,24,29,182,601,5643,0,661,431,0,236,2855,1312
"Thomasville, GA Micro Area",45620,5174,6382,20.623579749012222,484,33.89358609535898,14.7439965606895,30.7388375949393,48847,2397,0,1748,1437,533,55,289,123,245,223,358,577,939,14159,0,2451,649,26,757,6555,3286
"Tiffin, OH Micro Area",45660,4102,4897,20.712358337830544,274,43.078791149487316,6.759309228278468,29.44954128440367,37060,2075,11,672,684,463,10,23,0,15,18,49,132,224,13890,0,2138,200,4,367,4260,2552
"Tifton, GA Micro Area",45700,4639,3200,18.519186815830626,432,34.53025381931914,15.253217851557801,31.697341513292432,33252,1933,14,909,1335,498,22,85,6,110,221,97,689,544,9549,0,2002,491,51,524,4297,1604
"Toccoa, GA Micro Area",45740,979,1711,14.87913763066202,153,40.8699912891986,16.180313588850172,28.0705574912892,18368,1599,0,389,577,367,0,0,0,12,18,120,432,413,5908,0,629,636,8,240,2984,1193
"Toledo, OH Metro Area",45780,42348,73589,29.625230279891934,5312,30.51399953573598,7.892982204858967,31.96778797951312,404942,16257,80,4994,7522,7099,81,244,83,270,745,650,2466,3579,107307,36,33936,4027,86,7128,58370,28733
"Topeka, KS Metro Area",45820,13542,30095,30.10509803921569,1787,32.00062745098039,6.364862745098039,31.529411764705884,159375,7879,0,2028,1775,1784,68,112,83,277,342,141,856,1068,43122,137,13445,1459,14,2653,21704,15004
