NAME_x,bike_percent,walk_percent,transit_percent,car_percent,taxi_motorcycle_other_percent,wfh_percent,metropolitan statistical area/micropolitan statistical area_x,CBSAFP,NAME_y,metropolitan statistical area/micropolitan statistical area_y,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,labor_force_total,masters_degree,median_age,median_income,median_mortgage_burden,median_rent,median_rent_burden,mortgage_10_15,mortgage_10_15_pct,mortgage_15_20,mortgage_15_20_pct,mortgage_20_25,mortgage_20_25_pct,mortgage_25_30,mortgage_25_30_pct,mortgage_30_35,mortgage_30_35_pct,mortgage_35_40,mortgage_35_40_pct,mortgage_40_50,mortgage_40_50_pct,mortgage_less_10,mortgage_less_10_pct,mortgage_over_50,mortgage_over_50_pct,mortgage_total,no_schooling,nursery_school,population,professional_degree,rent_burden_less_10,rent_burden_less_10_pct,rent_burden_less_15,rent_burden_less_15_pct,rent_burden_less_20,rent_burden_less_20_pct,rent_burden_less_25,rent_burden_less_25_pct,rent_burden_less_30,rent_burden_less_30_pct,rent_burden_less_35,rent_burden_less_35_pct,rent_burden_less_40,rent_burden_less_40_pct,rent_burden_less_50,rent_burden_less_50_pct,rent_burden_over_50,rent_burden_over_50_pct,some_college_1_or_more_years,some_college_less_1_year,total_rent_burden,total_unemployed,unemployment_rate
"Andrews, TX Micro Area",0.0,0.4,0.1,95.6,1.4,2.6,11380,11380,"Andrews, TX Micro Area",11380,750,1749,19.947743039913508,96,32.22812866023966,23.128209748626,24.69591855122083,11099,584,20,222,253,414,0,19,20,1,339,60,122,379,2993,44,13492,297,33.1,76902,24.9,1364,21.3,528,20.935765265662173,261,10.348929421094368,274,10.864393338620143,313,12.410785091197464,308,12.212529738302932,153,6.066613798572561,20,0.7930214115781126,191,7.573354480570975,453,17.96193497224425,2522,674,0,18518,72,171,10.640945861854387,310,19.290603609209708,92,5.7249533291848165,259,16.11698817672682,110,6.845052893590542,63,3.920348475420037,30,1.8668326073428747,75,4.667081518357187,168,10.4542626011201,1106,885,1607,214,1.5861251111769936
"Angola, IN Micro Area",0.5,2.9,0.3,90.8,0.6,4.8,11420,11420,"Angola, IN Micro Area",11420,2381,3794,24.67494214180517,162,37.285924679150014,7.872922364822217,30.166210814222595,23765,1179,36,405,488,332,0,22,12,7,10,9,189,205,7682,2,28618,1710,43.6,71483,19.0,921,24.0,1311,20.306691449814128,1240,19.20693928128872,888,13.754646840148698,697,10.796158612143742,394,6.102850061957868,166,2.5712515489467163,250,3.872366790582404,895,13.863073110285008,577,8.937422552664188,6456,154,0,34648,198,131,4.802052785923753,387,14.186217008797655,395,14.479472140762464,401,14.699413489736072,251,9.200879765395896,249,9.127565982404692,118,4.325513196480939,116,4.252199413489736,425,15.5791788856305,3118,1670,2728,1267,4.427283527849605
"Ann Arbor, MI Metro Area",1.0,5.8,3.8,68.3,0.8,20.3,11460,11460,"Ann Arbor, MI Metro Area",11460,15761,63851,58.13050562655939,15349,14.192847565218866,4.2301033657518206,23.44654344246992,235668,5566,11,1311,2063,2480,31,51,85,52,284,202,768,590,27882,15,309091,45780,34.8,87156,19.6,1400,32.5,12147,20.688421841468816,13149,22.394999489048608,9440,16.07793711891542,5850,9.963552134073646,3716,6.328984569267977,1663,2.832373880164867,2769,4.716081343461526,5005,8.52437238137412,4737,8.067922471642197,58714,1995,31,368394,12015,1968,3.436474121673535,5053,8.823426695536774,5834,10.187190053782215,5953,10.394984982887475,6006,10.487532304253683,4547,7.939861702870712,3105,5.4218760913599215,5155,9.001536634769854,16465,28.750785779143676,27939,11556,57268,8556,2.7681168329068138
"Anniston-Oxford, AL Metro Area",0.0,0.8,0.6,93.6,0.7,4.2,11500,11500,"Anniston-Oxford, AL Metro Area",11500,6595,9842,20.545105370928564,857,34.48815292456789,13.913795515535377,31.052946188968168,78627,5444,0,2306,2350,1422,0,26,100,77,311,472,1272,1479,21673,6,94387,4500,39.0,55826,18.5,804,27.9,3645,22.47779970399605,3589,22.132461766156883,2282,14.072520966946223,1096,6.758756783423779,1035,6.382585101134682,588,3.6260483473112974,807,4.976566354218056,1887,11.636655155402073,1131,6.974592994573261,16216,1119,0,116141,955,726,5.432911771308838,1217,9.107236399012198,1830,13.694529671480954,1355,10.139938636533714,1390,10.40185587068772,927,6.937065030307565,619,4.632193369752302,955,7.146598817630771,2842,21.267679413305395,12412,5409,13363,3362,3.561931198152288
"Appleton, WI Metro Area",0.3,1.8,0.3,85.9,0.9,10.7,11540,11540,"Appleton, WI Metro Area",11540,22639,38970,32.10437329586722,1385,30.79047947896698,5.245454653696405,31.859692571469395,167974,4521,6,1033,1446,2318,21,80,1,21,369,117,799,853,47199,106,194541,11426,39.3,83919,18.5,999,23.8,10408,23.17885219250384,11053,24.615281829721845,7392,16.462151749326324,4192,9.33567913057034,2293,5.106563035877336,1185,2.639021891633076,1535,3.418479834309512,4179,9.306727835556645,2595,5.779123889272432,44903,1623,18,244163,2146,1220,4.713882771144855,3627,14.014141648313435,4932,19.05645067810363,3459,13.365016807696769,2928,11.313318650747654,2148,8.299524747884549,1229,4.748657316177892,1794,6.93172597658514,3467,13.395927514392795,20653,10224,25881,3791,1.9486894793385456
"Arcadia, FL Micro Area",1.2,2.8,1.5,87.7,1.0,5.8,11580,11580,"Arcadia, FL Micro Area",11580,2068,1902,10.978706778667709,65,36.76890017581559,27.00918148075796,25.243211564758745,25595,2391,54,1113,983,631,16,61,164,219,294,515,671,992,7020,0,29403,744,42.8,50868,21.7,910,30.5,404,12.621055920024991,691,21.587004061230868,609,19.0253045923149,373,11.652608559825056,144,4.498594189315839,34,1.0621680724773508,286,8.934707903780069,282,8.809746954076852,340,10.621680724773508,3201,1183,17,34719,99,223,6.141558799228863,243,6.692371247590195,301,8.28972734783806,360,9.914624070503994,435,11.980170751858992,356,9.804461580831726,104,2.864224731478932,470,12.944092536491326,701,19.30597631506472,2754,1639,3631,1218,4.142434445464749
"Ardmore, OK Micro Area",0.3,1.7,0.5,91.6,1.7,4.2,11620,11620,"Ardmore, OK Micro Area",11620,2481,4148,20.003097893432468,258,36.84944237918216,12.193308550185874,30.954151177199503,32280,2132,0,910,912,588,0,11,3,51,126,43,369,532,9763,16,37419,1689,38.3,58856,18.7,945,24.9,1255,20.71982829783721,1273,21.01700511804524,734,12.118210335149412,585,9.658246656760774,351,5.794947994056463,227,3.7477298992900776,255,4.210004952947004,815,13.45550602608552,541,8.931814429585604,6057,375,0,48255,362,351,5.74656188605108,757,12.393582187295353,724,11.853307138179437,848,13.883431565160445,444,7.269155206286837,348,5.697445972495088,307,5.026195153896529,532,8.70988867059594,1022,16.73215455140799,5082,2429,6108,869,2.322349608487667
"Arecibo, PR Metro Area",0.0,0.9,0.3,92.5,0.4,5.8,11640,11640,"Arecibo, PR Metro Area",11640,19574,26902,26.381687485269858,1662,27.72654961112421,21.623114541597925,24.26864836200801,135776,2214,516,1591,2150,1122,1043,1501,2180,1615,3691,2099,3075,5121,35432,25,155928,6609,45.0,24436,23.8,535,28.1,2261,15.772584583188,2540,17.718869898848972,1812,12.64039065224974,1379,9.61981164980816,1374,9.584931984652949,642,4.478549005929543,1014,7.073596093477502,888,6.194628531566097,2234,15.584234391349844,14335,3622,8,181380,647,449,2.171810002902196,836,4.043726419657541,1295,6.263906355809229,1358,6.568636935281029,1366,6.607332881880623,607,2.936054948244172,528,2.553932475573184,687,3.323014414240108,2446,11.831285672825771,11978,1399,20674,7316,4.691909086244934
"Arkadelphia, AR Micro Area",0.0,6.7,0.3,86.5,1.3,5.2,11660,11660,"Arkadelphia, AR Micro Area",11660,768,2035,25.490829764886485,291,32.70582532116021,10.03474185990143,31.76860305405187,12377,529,0,166,280,227,0,0,21,6,51,121,64,170,3519,0,17582,766,31.9,50985,16.9,734,27.7,577,24.97835497835498,578,25.02164502164502,115,4.978354978354979,146,6.320346320346321,184,7.965367965367966,41,1.774891774891775,96,4.155844155844156,357,15.454545454545451,216,9.35064935064935,2310,136,0,21378,63,386,12.320459623364188,246,7.851899138206192,367,11.714012128949888,278,8.873284391956592,218,6.958187041174593,189,6.032556654963294,137,4.372805617618895,233,7.436961378870093,733,23.396105968720075,2046,1118,3133,447,2.5423728813559325
"Arkansas City-Winfield, KS Micro Area",0.3,1.7,0.1,91.3,1.8,4.8,11680,11680,"Arkansas City-Winfield, KS Micro Area",11680,2843,3518,24.256685432793805,282,30.977304714989444,8.413969035890217,36.35204081632653,22736,1557,0,231,385,417,0,1,10,30,69,9,109,261,5486,24,27260,1626,38.1,58263,19.5,779,29.3,1007,20.71590207776178,1134,23.32853322361654,720,14.81176712610574,642,13.207159020777617,217,4.46410203661798,214,4.402386340259206,190,3.908660769389015,382,7.8584653363505454,296,6.08928204073236,4861,367,0,34487,89,295,7.48921045950749,261,6.626047220106626,440,11.17034780401117,498,12.64280274181264,298,7.565371921807565,343,8.707793856308708,214,5.432850977405433,475,12.05889819751206,682,17.314039096217314,3224,2198,3939,797,2.9236977256052827
"Asheville, NC Metro Area",0.2,1.7,0.6,82.2,1.3,14.0,11700,11700,"Asheville, NC Metro Area",11700,27874,76355,41.20450691684726,5804,23.776212330515964,8.110682649941404,26.908598102695372,305486,12223,0,4139,2963,3512,80,264,246,739,820,829,2247,4563,60410,0,345005,34515,43.8,69236,20.3,1223,30.7,11653,19.05143380309322,12964,21.19478141451133,9317,15.232318608377202,5795,9.47421770264526,3989,6.521596965634504,2876,4.701958604453455,2934,4.796782526240069,5370,8.779387241277833,6060,9.907464931497891,61166,4349,26,410817,9200,2216,4.313969786637595,2975,5.791543373306339,5499,10.70510823859212,6183,12.036676530135493,5623,10.946503659866066,5163,10.051004516430464,3404,6.626693661423453,4981,9.6966983335929,10495,20.43100763121009,36427,17901,51368,6903,2.000840567528007
"Ashland, OH Micro Area",0.4,3.0,0.1,87.8,2.4,6.3,11740,11740,"Ashland, OH Micro Area",11740,3086,5259,22.06422528940338,204,43.41607301869991,9.049421193232412,25.47028049866429,35936,1696,0,588,685,578,1,0,1,0,8,7,861,315,13906,11,42011,2067,41.4,64991,18.3,841,24.6,2180,23.400601116358956,1917,20.57750107342207,1230,13.203091455560326,665,7.138256762559038,619,6.644482610562473,370,3.971661657363675,382,4.100472305710605,1192,12.79519106912838,720,7.728638900815802,9316,191,6,52296,399,224,5.134082053632821,604,13.843685537474215,682,15.6314462525785,489,11.207884483153792,250,5.730002292000917,278,6.37176254870502,154,3.529681411872565,257,5.890442356176942,988,22.644969057987623,3883,2184,4363,942,2.2422698816976503
"Astoria, OR Micro Area",0.6,5.7,0.7,79.7,1.5,11.8,11820,11820,"Astoria, OR Micro Area",11820,3900,5247,26.298523783488243,308,25.684237609751392,7.155951500337697,40.861287106422665,31093,1333,0,301,510,881,7,0,17,17,59,7,71,99,6653,18,34531,2152,45.2,68705,24.5,1130,29.7,876,12.85399853264857,1236,18.13646368305209,1018,14.937637564196626,908,13.323550990462216,548,8.041085840058694,353,5.179750550256786,477,6.999266324284665,380,5.575935436537051,1019,14.952311078503303,6815,238,0,41343,470,159,2.292718096611392,787,11.348233597692865,663,9.560201874549389,847,12.213410237923576,777,11.204037490987744,646,9.315068493150685,410,5.912040374909877,531,7.656813266041818,1568,22.60994953136265,5415,3390,6935,853,2.4702441284642784
"Atchison, KS Micro Area",0.0,5.9,0.0,85.1,1.8,7.3,11860,11860,"Atchison, KS Micro Area",11860,727,1397,22.92001607717042,106,40.72548231511254,5.697347266881029,30.65715434083601,9952,456,0,168,58,87,0,0,0,0,49,3,50,49,3597,0,13003,709,36.4,62164,17.7,756,24.4,488,23.851417399804497,713,34.84848484848485,218,10.654936461388074,127,6.207233626588465,142,6.940371456500488,36,1.7595307917888563,41,2.003910068426197,146,7.135874877810362,114,5.571847507331378,2046,99,4,16211,69,90,5.765534913516976,123,7.879564381806533,158,10.121716848174248,335,21.46060217809097,125,8.00768737988469,90,5.765534913516976,102,6.534272901985906,49,3.1390134529147984,255,16.335682254964766,1336,988,1561,339,2.607090671383527
"Athens, OH Micro Area",0.9,11.7,0.8,74.2,0.7,11.7,11900,11900,"Athens, OH Micro Area",11900,3215,6041,35.42646532992271,1402,29.774183788541407,8.179992848694887,26.619358032841,36357,1258,0,460,1160,460,0,0,0,0,17,8,257,377,9567,15,53537,4934,32.8,53837,18.1,903,33.9,1623,24.767282160842363,1480,22.58507553792156,803,12.253929497939875,578,8.820387608728826,408,6.226155959102702,199,3.036777048679994,221,3.372501144513963,746,11.38409888600641,492,7.508011597741493,6553,220,0,61573,503,227,2.6239741070396483,598,6.912495665241012,728,8.415212114206449,829,9.582707201479598,872,10.079759565368166,865,9.998844064270026,264,3.051670327129812,534,6.172696798058028,2952,34.12322274881517,4522,1941,8651,1750,3.2687673945122064
"Athens, TN Micro Area",0.0,1.0,0.0,92.9,0.5,5.5,11940,11940,"Athens, TN Micro Area",11940,4117,5143,16.398007033997654,286,40.2214871880757,14.472031485513314,28.90847429241333,47768,4344,25,1172,1266,944,0,74,68,25,415,333,1063,992,14869,11,54882,1740,43.0,59361,18.7,806,26.1,2205,21.73698738170347,2218,21.865141955835963,1353,13.33793375394322,1073,10.577681388012618,458,4.514984227129338,593,5.845820189274448,257,2.5335173501577284,1210,11.928233438485805,776,7.649842271293375,10144,481,44,67211,664,419,6.30834086118639,792,11.924119241192413,783,11.788617886178862,802,12.07467630231858,492,7.4074074074074066,351,5.284552845528456,327,4.923215898825655,730,10.990665462210178,1115,16.7871123155676,6221,3471,6642,1650,3.0064502022521045
"Athens, TX Micro Area",0.0,1.3,0.3,88.3,1.7,8.4,11980,11980,"Athens, TX Micro Area",11980,5448,7857,20.212119165034117,411,33.565831250422214,12.47888941430791,33.74316017023576,59212,3826,62,1207,1665,681,12,83,19,19,615,162,733,1354,16049,0,67856,3173,43.8,63955,20.9,978,30.4,2146,20.73229639648343,1688,16.307603130132353,2037,19.67925804270119,1012,9.77683315621679,720,6.955849676359772,372,3.593855666119216,470,4.540624094290407,948,9.158535407207031,906,8.75277750941938,10351,752,25,83658,527,179,2.3374249151214417,721,9.414990859232176,782,10.211543483938366,859,11.217027944633063,701,9.15382606424654,481,6.281013319404543,728,9.506398537477148,308,4.021937842778794,1807,23.596239226952207,9460,5072,7658,1836,2.705729780712096
"Athens-Clarke County, GA Metro Area",0.6,3.3,1.3,81.9,0.9,12.1,12020,12020,"Athens-Clarke County, GA Metro Area",12020,10015,29401,43.49741357463365,6620,21.370432760394152,10.202590897571593,24.929562767400608,134162,5019,5,1656,1978,2704,126,175,85,173,1387,335,975,1231,23652,59,179402,17965,33.2,62897,19.3,1144,34.4,5886,21.124031007751935,5877,21.09173126614987,3705,13.296726959517658,2480,8.900373241458514,2010,7.213608957795005,916,3.287395923054838,1280,4.593741027849555,2942,10.55842664369796,2694,9.66838931955211,27864,2703,96,218190,4371,1279,3.3518528224749726,3020,7.914460925625033,3702,9.701766339954924,3873,10.149903034750247,3440,9.015147544420566,2582,6.766602023166833,2378,6.231982808323287,3171,8.310183971906286,11757,30.81136327899785,16149,7282,38158,5045,2.812120266217768
"Atlanta-Sandy Springs-Roswell, GA Metro Area",0.1,1.2,1.8,76.7,1.8,18.5,12060,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",12060,328429,1052716,41.45151335285787,72684,23.010721438362893,9.22805981721151,26.30970539156773,4142821,144813,1881,51198,57362,73242,3152,5799,4294,9486,28042,9930,26135,39503,808480,959,4883890,482917,37.0,86338,19.9,1563,31.6,215224,20.34535989404955,213256,20.159322703627065,157585,14.896682242239706,96208,9.094647365938368,64783,6.124007778018306,41315,3.905552094667217,51738,4.8908496738204645,103686,9.801550877106743,108594,10.26550948005063,1057853,70432,887,6176937,108945,22424,2.8747243731090717,55021,7.053612635249475,87814,11.257627813958258,98208,12.59012358340598,83874,10.75252551151223,68788,8.818522127070407,52715,6.757986769909236,73200,9.384134146966822,197562,25.327162709604632,534626,226909,780040,163200,3.341598602753133
"Atlantic City-Hammonton, NJ Metro Area",0.6,3.5,3.2,82.1,1.8,8.9,12100,12100,"Atlantic City-Hammonton, NJ Metro Area",12100,19718,56739,32.8810838915807,2490,32.0058474684832,9.56166592568591,25.551402714250187,265414,8848,102,3389,3637,5367,250,495,129,572,1335,801,2093,2414,76100,42,304893,21769,44.4,80600,23.7,1328,32.9,9131,13.93939393939394,11399,17.40172505915579,10590,16.16670483169224,7370,11.25104953820319,5222,7.971910541180062,3505,5.350736584993512,4601,7.023891306007175,4029,6.150675520952599,9061,13.832531867796352,65505,4617,135,369940,6273,1385,3.136677612954365,2862,6.481712150379345,4346,9.842599932057524,5059,11.457366096704789,4590,10.39519873174046,3654,8.275393500169855,2567,5.813611142565961,3614,8.184803533008719,12693,28.74646132940777,29687,18412,44155,14284,4.684922251412791
"Auburn, IN Micro Area",0.1,1.0,0.1,93.3,1.0,4.4,12140,12140,"Auburn, IN Micro Area",12140,3014,4172,20.140792635462144,86,42.24455951534843,7.706366128540969,29.90828172064846,29547,2422,2,325,710,350,0,2,32,0,0,52,271,255,10060,0,34266,1514,38.4,70080,17.2,828,25.4,2651,28.941048034934497,1501,16.38646288209607,1086,11.85589519650655,711,7.762008733624453,485,5.29475982532751,329,3.591703056768559,361,3.9410480349344974,1251,13.657205240174672,740,8.078602620087336,9160,278,0,43584,179,209,6.934306569343065,279,9.256801592568015,428,14.200398142003982,459,15.228931652289315,419,13.901791639017915,264,8.75912408759124,114,3.78234903782349,159,5.275381552753816,490,16.257465162574654,3281,2542,3014,929,2.711142240121403
"Auburn, NY Micro Area",0.1,3.7,0.5,87.6,1.6,6.6,12180,12180,"Auburn, NY Micro Area",12180,8468,7436,23.87864236603733,468,31.059696605915093,11.071701407835862,33.98995962021172,54978,3379,0,1023,1252,999,36,48,13,80,181,155,876,833,13697,20,62382,4705,43.7,66583,19.3,895,29.4,2702,22.317667465102836,2693,22.24333030478236,1669,13.785413397208227,1067,8.813083340216405,677,5.591806392995788,492,4.063764764186008,560,4.625423308829603,1043,8.614850912695134,1204,9.944660113983646,12107,558,13,75464,519,334,3.795023292807635,840,9.544369957959322,1140,12.953073514373369,906,10.294284740370411,894,10.157936598113851,824,9.362572434950572,405,4.60174980115896,1004,11.407794568799,1680,19.088739915918644,5912,4307,8801,1428,2.289121862075598
"Auburn-Opelika, AL Metro Area",0.1,3.2,0.7,86.7,1.0,8.2,12220,12220,"Auburn-Opelika, AL Metro Area",12220,10884,26187,39.35706292785677,4121,22.748815165876778,9.267213006845708,28.62690889942075,121536,5370,221,2181,2055,2148,105,312,46,124,258,247,657,1159,22278,16,161005,14860,33.8,58991,19.2,974,34.8,6396,21.732925586136595,6177,20.988786952089704,4357,14.804621134896363,2356,8.00543662928984,1445,4.90995582738702,1294,4.3968739381583415,1167,3.965341488277268,2941,9.9932042133877,2962,10.064559972816854,29430,1734,0,196614,2665,897,3.47647469188435,2051,7.948996201844818,2321,8.995426711107667,2436,9.441128594682583,1820,7.053716766142159,1746,6.7669172932330826,1409,5.460816990930936,1654,6.41035578637315,8092,31.361909929462836,17229,6679,25802,4091,2.540914878419925
"Augusta-Richmond County, GA-SC Metro Area",0.1,1.2,0.7,87.3,2.1,8.7,12260,12260,"Augusta-Richmond County, GA-SC Metro Area",12260,43373,73182,28.776010402972556,5778,29.45828945272662,10.761466210546084,31.004233933754744,420649,21746,195,8292,10210,7716,8,477,183,802,1830,1059,3718,5903,102170,168,492198,32663,38.2,66628,18.8,1075,31.5,20564,22.88474165080849,18315,20.38193169298568,12165,13.53787600574233,7618,8.47772621551542,5381,5.9882705126921065,2894,3.2206011640458945,3920,4.362389966503077,10318,11.482433590402742,8340,9.281207224651954,89859,4603,104,618022,9423,3168,4.427239822798608,5615,7.846891289461548,7339,10.256159425353214,8105,11.32663471079,6505,9.090655002305857,6177,8.632279162066604,3691,5.158125690009364,6411,8.95929119443241,18096,25.288930502955687,60913,26133,71557,17474,3.5501972783310785
"Augusta-Waterville, ME Micro Area",0.1,2.6,0.1,82.1,1.3,13.8,12300,12300,"Augusta-Waterville, ME Micro Area",12300,9516,17349,30.8932073060568,1709,33.96787626412849,5.16116949787384,29.977746931940864,90774,4777,12,530,792,948,0,32,28,27,112,102,835,721,26057,6,104198,7284,44.0,65062,19.5,952,29.0,4746,20.01433812676591,5364,22.62050352127525,3439,14.502593514106184,2279,9.610762029266647,1538,6.48589381352001,699,2.9477501792265848,940,3.964070341163075,2267,9.560156875975204,2342,9.876439084046726,23713,512,28,125614,1701,466,3.171362460868381,1049,7.138968286375391,1506,10.249081257656186,1807,12.29753640941881,2075,14.121410099360284,1368,9.309922417313189,901,6.131754457601742,1068,7.26827276439363,2773,18.87164829181979,11356,6340,14694,2566,2.462619244131365
