NAME,metropolitan statistical area/micropolitan statistical area,median_rent_burden,rent_burden_less_10,rent_burden_less_10_pct,rent_burden_less_15,rent_burden_less_15_pct,rent_burden_less_20,rent_burden_less_20_pct,rent_burden_less_25,rent_burden_less_25_pct,rent_burden_less_30,rent_burden_less_30_pct,rent_burden_less_35,rent_burden_less_35_pct,rent_burden_less_40,rent_burden_less_40_pct,rent_burden_less_50,rent_burden_less_50_pct,rent_burden_over_50,rent_burden_over_50_pct,total_rent_burden
"Dayton-Kettering-Beavercreek, OH Metro Area",19430,27.6,5166,4.289308280540356,13853,11.502088194023532,16125,13.388520329793504,14677,12.186251961573909,13551,11.25133885203298,10684,8.870880694791554,7070,5.8701915492489976,8562,7.108992934182449,24314,20.187812917742594,120439
"Decatur, AL Metro Area",19460,27.2,860,5.426894680381144,1850,11.674133905471066,1734,10.942134157884773,1411,8.903893481416041,2019,12.740581813592478,1298,8.190824761784565,584,3.685240108537893,917,5.786584211522686,2774,17.504890515554994,15847
"Decatur, IL Metro Area",19500,25.7,631,4.828958444937629,1048,8.020203566235555,2015,15.420524986607484,1721,13.170582383102472,1152,8.816101630060459,1016,7.775311854289431,545,4.170811969082421,872,6.673299150531873,2144,16.407744700390296,13067
"Decatur, IN Micro Area",19540,26.0,99,4.5040946314831665,354,16.10555050045496,179,8.143767060964514,300,13.64877161055505,361,16.424021838034577,202,9.1901728844404,55,2.502274795268426,173,7.8707916287534125,284,12.92083712465878,2198
"Defiance, OH Micro Area",19580,25.4,159,4.8298906439854195,520,15.795868772782503,490,14.88456865127582,279,8.475091130012151,459,13.942891859052247,154,4.678007290400972,101,3.0680437424058327,214,6.500607533414337,586,17.800729040097206,3292
"Del Rio, TX Micro Area",19620,25.5,168,3.0335861321776814,411,7.421451787648971,843,15.222101841820152,939,16.95557963163597,585,10.56338028169014,443,7.999277717587577,267,4.821235102925243,258,4.658721560130011,934,16.865294330083064,5538
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",19660,34.0,1941,2.627944760357433,4631,6.269970213918223,7694,10.41700514486867,7586,10.270782561603033,7714,10.444083401028974,5589,7.567018683996752,5014,6.788518819388031,7738,10.476577308421337,20177,27.31789872732196,73860
"Deming, NM Micro Area",19700,30.7,171,6.107142857142857,112,4.0,237,8.464285714285715,414,14.785714285714285,216,7.7142857142857135,369,13.178571428571429,186,6.642857142857143,127,4.535714285714286,567,20.25,2800
"Denver-Aurora-Centennial, CO Metro Area",19740,30.6,10593,2.468166408425271,28037,6.532614140755152,49530,11.540477882498223,57878,13.485559840162168,55840,13.010706338758343,42227,9.838880669175296,29567,6.889103766441044,39474,9.197432342696041,100628,23.44629938138565,429185
"DeRidder, LA Micro Area",19760,28.3,163,7.074652777777778,248,10.76388888888889,166,7.204861111111111,180,7.8125,236,10.243055555555555,255,11.067708333333332,128,5.555555555555555,182,7.899305555555555,270,11.71875,2304
"Des Moines-West Des Moines, IA Metro Area",19780,27.0,3355,3.8010967098703885,8327,9.43419740777667,12452,14.107676969092722,13825,15.663237560047131,10136,11.48373062630291,8117,9.196274811927854,5412,6.13160518444666,6298,7.135411945980241,16113,18.2554608900571,88264
"Detroit Lakes, MN Micro Area",19810,28.4,110,3.440725680325305,202,6.318423522051924,360,11.260556771973725,438,13.700344072568033,415,12.980919612136377,306,9.571473256177667,76,2.37722865186112,296,9.25868001251173,584,18.26712543009071,3197
"Detroit-Warren-Dearborn, MI Metro Area",19820,30.0,20436,4.005912033025839,46501,9.115233678201927,58807,11.527484288811438,58014,11.372038592873412,52688,10.328023742222815,42836,8.396811893065907,28833,5.6519114135953235,39016,7.648006649076931,125520,24.604721001438804,510146
"Dickinson, ND Micro Area",19860,25.6,464,9.046597777344513,952,18.561123025930982,442,8.617664262039385,370,7.213881848313511,645,12.575550789627608,275,5.361668941314096,301,5.8685903684928835,325,6.336517839734841,848,16.53343731721583,5129
"Dixon, IL Micro Area",19940,24.5,173,4.835103409726104,568,15.874790385690329,465,12.996087199552822,497,13.890441587479039,292,8.16098378982672,347,9.698155394074902,163,4.555617663499162,191,5.3381777529346,616,17.216321967579653,3578
"Dodge City, KS Micro Area",19980,20.6,274,6.555023923444976,750,17.942583732057415,801,19.16267942583732,597,14.282296650717704,358,8.564593301435407,253,6.052631578947368,229,5.478468899521531,211,5.047846889952154,326,7.7990430622009566,4180
"Dothan, AL Metro Area",20020,27.8,811,4.283299883806908,2205,11.645716700116193,2209,11.666842716805746,2054,10.848209570085562,1894,10.003168902503432,1455,7.684588570824971,848,4.478715538185275,1345,7.103623111862259,3891,20.55033273476286,18934
"Douglas, GA Micro Area",20060,25.5,246,3.6283185840707963,878,12.949852507374631,633,9.336283185840708,758,11.179941002949853,344,5.073746312684365,509,7.507374631268436,340,5.014749262536873,442,6.519174041297935,950,14.011799410029498,6780
"Dover, DE Metro Area",20100,31.6,468,2.301563883151372,1183,5.817842037965968,2503,12.309432477623684,1631,8.021048490213435,3054,15.01917969902626,1898,9.334120192780565,1563,7.686633225140159,1800,8.85216878135143,4808,23.645126389298714,20334
"Dublin, GA Micro Area",20140,28.7,451,6.352112676056337,509,7.169014084507042,735,10.352112676056338,1060,14.929577464788732,454,6.394366197183099,506,7.126760563380281,467,6.577464788732394,492,6.929577464788732,1511,21.28169014084507,7100
"DuBois, PA Micro Area",20180,27.3,347,4.989933851020996,787,11.317227494966925,955,13.7331032499281,669,9.620362381363243,556,7.995398331895312,592,8.513085993672705,345,4.961173425366695,462,6.643658326143227,1323,19.02502157031924,6954
"Dubuque, IA Metro Area",20220,27.3,489,4.4903581267217625,1116,10.24793388429752,1761,16.170798898071624,1290,11.84573002754821,903,8.292011019283747,650,5.968778696051423,635,5.831037649219467,650,5.968778696051423,2651,24.343434343434346,10890
"Duluth, MN-WI Metro Area",20260,30.4,1391,4.300909034691732,2643,8.172036361387669,3330,10.296209263496383,3764,11.638117617958073,3480,10.760002473563787,2940,9.090346917321131,2006,6.202461195968091,2755,8.518335291571331,7435,22.988683445674354,32342
"Dumas, TX Micro Area",20300,21.6,196,7.08092485549133,639,23.085260115606935,306,11.054913294797688,410,14.8121387283237,146,5.27456647398844,328,11.849710982658959,100,3.6127167630057806,139,5.021676300578035,282,10.1878612716763,2768
"Duncan, OK Micro Area",20340,26.2,265,6.030951297223487,566,12.881201638598089,570,12.97223486572599,379,8.625398270368684,364,8.284023668639055,243,5.530268548020027,186,4.233045061447428,364,8.284023668639055,795,18.09285389167046,4394
"Durango, CO Micro Area",20420,30.9,345,5.120213713268032,590,8.75630750964678,639,9.48352626892253,736,10.923122588305135,666,9.884238646482636,538,7.98456515286435,340,5.046007717423568,693,10.284951024042744,1602,23.775601068566342,6738
"Durant, OK Micro Area",20460,28.3,249,3.7477423239012646,768,11.55930162552679,779,11.724864539434074,689,10.370258880192655,698,10.505719446116798,562,8.458759783263096,349,5.252859723058399,668,10.054184226369657,1127,16.962673088500903,6644
"Durham-Chapel Hill, NC Metro Area",20500,29.6,2739,2.9544057211273986,7328,7.904302710632193,10679,11.51883851621741,12996,14.018056499368994,10541,11.369985654035746,8848,9.543841482488217,5182,5.589532839314414,6997,7.547271570181967,21555,23.250169886418796,92709
"Dyersburg, TN Micro Area",20540,25.4,290,5.179496338631898,755,13.484550812645116,689,12.305768887301303,721,12.877299517771029,360,6.429719592784426,331,5.911769958921236,327,5.84032863011252,400,7.1441328808715845,1094,19.539203429183782,5599
"Eagle Pass, TX Metro Area",20580,29.4,362,6.315422191207258,800,13.956734124214934,418,7.292393579902303,502,8.757850662944872,441,7.693649685973482,564,9.839497557571528,411,7.170272156315423,431,7.519190509420795,1018,17.759944173063502,5732
"Easton, MD Micro Area",20660,30.3,120,2.710639259091936,401,9.058052857465553,455,10.277840524056923,605,13.666139597921841,424,9.577592048791507,219,4.946916647842783,259,5.850463067540095,392,8.854754913033656,1161,26.225434831714477,4427
"East Stroudsburg, PA Micro Area",20700,32.2,398,3.210195192773028,1303,10.509759638651396,1462,11.792224552347152,828,6.67849653169866,1205,9.719309566059042,1107,8.928859493466689,726,5.855783190837232,1145,9.235360542022907,3176,25.617035005646073,12398
"Eau Claire, WI Metro Area",20740,24.9,954,4.1801770221715895,3129,13.71045482429235,3670,16.080974498291123,3194,13.995267724125842,2327,10.196301814039085,1663,7.286828498816932,1257,5.507843309087723,1705,7.470861449478574,3917,17.1632635176584,22822
"Edwards, CO Micro Area",20780,36.6,197,2.90517622769503,646,9.526618492847664,384,5.662881580887775,532,7.845450523521605,748,11.030821412770978,457,6.739418964754461,559,8.243621884677776,754,11.119303937472349,1999,29.479427813006932,6781
"Effingham, IL Micro Area",20820,21.6,355,9.423944783647464,596,15.821608707194054,592,15.71542341385718,487,12.928059463764269,341,9.052296256968411,217,5.760552163525352,165,4.380143350146005,233,6.185293336872843,415,11.016724183700557,3767
"El Campo, TX Micro Area",20900,27.1,217,4.782896186907648,589,12.982146793035046,587,12.938064800528984,504,11.10866211152744,375,8.265373594886489,238,5.245757108221292,199,4.386158254353097,447,9.852325325104696,949,20.916905444126073,4537
"El Centro, CA Metro Area",20940,31.2,968,4.585070102311482,1874,8.87646835922698,1853,8.77699886320576,2270,10.75217885562713,2490,11.794240242516105,1935,9.165403561955285,1368,6.4797271693823415,1697,8.038082607048125,5409,25.620500189465705,21112
"El Dorado, AR Micro Area",20980,27.9,240,5.862237420615535,404,9.86809965803615,491,11.993160723009282,385,9.40400586223742,391,9.550561797752808,320,7.816316560820713,158,3.859306301905227,341,8.329262335124572,758,18.514899853444064,4094
"Elizabeth City, NC Micro Area",21020,31.2,428,7.961309523809524,322,5.989583333333334,338,6.2872023809523805,538,10.007440476190476,815,15.159970238095239,398,7.403273809523809,399,7.421875,741,13.783482142857142,1090,20.27529761904762,5376
"Elizabethtown, KY Metro Area",21060,23.7,1300,7.288221113415933,2220,12.446039132141056,2717,15.232382127039301,2699,15.131468296238157,1611,9.03178785670236,1357,7.607781577619555,695,3.8963951337108256,859,4.815832258787913,3006,16.852609743790996,17837
"Elk City, OK Micro Area",21120,28.7,223,8.09437386569873,71,2.577132486388385,331,12.014519056261342,162,5.88021778584392,250,9.074410163339383,176,6.388384754990925,96,3.4845735027223235,163,5.916515426497278,473,17.16878402903811,2755
"Elkhart-Goshen, IN Metro Area",21140,30.2,811,3.930406125811767,1562,7.570030047494426,2460,11.9220703692934,2335,11.316274110691092,2099,10.172530774449937,1846,8.946399147038868,1315,6.372976640496268,1452,7.036929339924397,4789,23.20926625957158,20634
"Elkins, WV Micro Area",21180,27.9,181,7.617845117845118,126,5.303030303030303,161,6.776094276094276,298,12.542087542087543,270,11.363636363636363,173,7.281144781144781,153,6.4393939393939394,74,3.1144781144781146,409,17.213804713804713,2376
"Elko, NV Micro Area",21220,22.9,396,6.748466257668712,977,16.64962508520791,825,14.059304703476483,725,12.355146557600545,371,6.322426721199727,295,5.027266530334015,338,5.760054533060668,466,7.941376959781868,845,14.40013633265167,5868
"Ellensburg, WA Micro Area",21260,32.6,298,4.0379403794037945,431,5.84010840108401,942,12.764227642276424,601,8.143631436314363,668,9.051490514905149,686,9.29539295392954,375,5.08130081300813,431,5.84010840108401,2166,29.34959349593496,7380
"Elmira, NY Metro Area",21300,31.4,294,2.7914925939992403,746,7.083175085453855,1066,10.121534371439422,1432,13.596657804785417,1200,11.393847322445879,794,7.538928978351691,580,5.507026205848842,683,6.484998101025447,3114,29.567033801747055,10532
"El Paso, TX Metro Area",21340,31.2,4408,4.086589718629768,7566,7.014323459880406,12469,11.55982014555231,12533,11.619153571594122,10756,9.97172391415195,9681,8.975107773605897,7456,6.912344133871043,10252,9.504473184072683,24847,23.03527557595142,107865
"Emporia, KS Micro Area",21380,25.9,433,7.3452078032230705,713,12.094995759117896,774,13.129770992366414,700,11.874469889737066,520,8.821034775233247,354,6.005089058524173,167,2.8329092451229854,522,8.854961832061068,1241,21.051738761662424,5895
"Enid, OK Metro Area",21420,24.6,246,2.9043683589138136,1286,15.182998819362457,1615,19.067296340023614,739,8.724911452184179,481,5.678866587957497,624,7.367178276269186,622,7.343565525383708,560,6.6115702479338845,1475,17.414403778040143,8470
"Enterprise, AL Micro Area",21460,25.8,278,4.331567466500467,791,12.324711748208165,723,11.265191648488626,833,12.979121221564348,741,11.545652851355563,379,5.905266438142723,234,3.645995637270177,292,4.5497039576191955,1216,18.94671237145528,6418
"Erie, PA Metro Area",21500,29.9,1519,4.3568048185859745,3273,9.387638032410726,4009,11.498637602179837,3687,10.57507529040585,3726,10.686935321956117,2576,7.388498494191883,2049,5.8769539652947085,2782,7.979348917252259,8713,24.990678330704146,34865
"Escanaba, MI Micro Area",21540,26.3,141,4.149499705709241,347,10.211889346674514,351,10.329605650382579,581,17.098293113596235,441,12.978222483814008,151,4.4437904649794,221,6.503825779870512,175,5.150088287227781,662,19.482048263684522,3398
"Española, NM Micro Area",21580,22.4,360,10.965580261955528,376,11.452939384709108,398,12.12305817849528,188,5.726469692354554,251,7.6454462381967705,103,3.1373743527261655,183,5.57416996649406,125,3.8074931465123365,464,14.133414559853794,3283
"Eufaula, AL-GA Micro Area",21640,24.9,211,6.696286893049826,211,6.696286893049826,405,12.853062519834973,428,13.582989527134243,245,7.775309425579182,231,7.3310060298318,165,5.236432878451285,166,5.268168835290385,425,13.487781656616946,3151
"Eugene-Springfield, OR Metro Area",21660,32.0,1824,2.815423085234464,4212,6.5014046244559,6964,10.749235946037725,7198,11.11042509184083,8271,12.766647115117463,5427,8.376809804587412,3836,5.921032321797919,6051,9.33998086006236,17585,27.14320995276757,64786
"Eureka-Arcata, CA Micro Area",21700,36.6,584,2.433434726446935,1346,5.608567023625985,2330,9.70873786407767,2252,9.383724321846744,2364,9.850410433768074,1652,6.883620150839619,1720,7.166965290220426,2752,11.467144464352682,7169,29.872078003250135,23999
"Evanston, WY-UT Micro Area",21740,20.5,53,2.7676240208877285,348,18.172323759791123,419,21.879895561357703,315,16.449086161879894,201,10.49608355091384,123,6.422976501305483,11,0.5744125326370757,103,5.3785900783289815,136,7.101827676240209,1915
"Evansville, IN Metro Area",21780,27.8,1696,5.050324578643321,3044,9.064379727234828,5061,15.07057352152939,3684,10.970162587100232,4038,12.024298731463285,2304,6.860818295515454,1769,5.267702936096718,2503,7.453397653504854,7343,21.86588053123697,33582
"Fairbanks-College, AK Metro Area",21820,29.1,666,4.805888295569346,951,6.8624621157454175,1908,13.76822052244191,1633,11.783807187184298,1696,12.238418242170587,1119,8.074758262375523,692,4.993505556357339,1604,11.574541780920768,2797,20.183287631692885,13858
"Fairmont, MN Micro Area",21860,29.4,201,8.23433019254404,178,7.2920934043424825,228,9.34043424825891,165,6.759524784924212,313,12.822613682916836,264,10.815239655878738,203,8.316263826300696,200,8.19336337566571,340,13.928717738631708,2441
"Fairmont, WV Micro Area",21900,27.3,214,3.8530788620813827,750,13.503781058696434,455,8.192293842275838,736,13.2517104789341,388,6.9859560676989565,572,10.29888368743248,292,5.257472092185813,262,4.717320849837955,993,17.87900612171408,5554
"Fallon, NV Micro Area",21980,27.0,250,8.043758043758045,266,8.558558558558559,527,16.956241956241957,270,8.687258687258687,251,8.075933075933076,422,13.577863577863578,203,6.531531531531531,149,4.794079794079794,491,15.797940797940798,3108
"Fargo, ND-MN Metro Area",22020,26.7,1905,3.980608897339992,6361,13.291681467705875,6818,14.246609691372214,5992,12.520634389953402,6099,12.744217146916856,3559,7.436738617130201,2776,5.8006143301920305,3814,7.96957602858516,8880,18.555279269490356,47857
"Faribault-Northfield, MN Micro Area",22060,28.9,266,4.723850115432428,462,8.20458177943527,564,10.01598295151838,706,12.537737524418398,817,14.508968211685314,506,8.985970520333867,298,5.292132836085953,507,9.003729355354288,1142,20.280589593322677,5631
"Farmington, MO Micro Area",22100,27.5,548,7.362622598414617,943,12.66962246406019,874,11.742576917909444,641,8.612118769313447,930,12.494961708988312,564,7.577589681580007,529,7.107349187155716,642,8.625554212011286,1255,16.8614805857853,7443
"Farmington, NM Metro Area",22140,28.6,654,5.342264335892828,1247,10.186244077765071,1040,8.495343898055873,1332,10.8805750694331,1441,11.770952458748571,989,8.078745303055056,510,4.165985950008168,1082,8.8384250939389,2349,19.188041169743506,12242
"Fayetteville, NC Metro Area",22180,30.2,1998,3.0886240319065066,4971,7.684459490794417,7452,11.519732875759402,8415,13.00839400825488,6768,10.46236609006168,5065,7.829770130934162,4374,6.7615823401196495,6115,9.452920898452597,14503,22.41957674411415,64689
"Fayetteville, TN Micro Area",22190,22.6,251,7.490301402566398,396,11.817367949865712,586,17.487317218740674,351,10.474485228290064,104,3.1035511787526113,146,4.35690838555655,332,9.907490301402566,220,6.565204416592062,450,13.428827215756492,3351
"Fayetteville-Springdale-Rogers, AR Metro Area",22220,25.0,4140,5.23573452043707,10654,13.473796033994335,11571,14.633498583569404,10194,12.892047753945771,8416,10.64346418454067,6259,7.9155706191825175,4342,5.49119789558883,5012,6.338526912181303,12481,15.784348441926346,79072
"Fergus Falls, MN Micro Area",22260,28.0,325,6.194015627977892,553,10.539355822374691,500,9.52925481227368,483,9.205260148656375,643,12.254621688583953,456,8.690680388793597,253,4.821802935010482,321,6.117781589479702,965,18.391461787688204,5247
"Findlay, OH Micro Area",22300,25.9,381,3.9113027409916845,996,10.224822913458578,1467,15.060055435786882,1511,15.511754439995892,1358,13.941073811723642,644,6.61123087978647,535,5.492249255723232,520,5.3382609588337955,1795,18.42726619443589,9741
"Fitzgerald, GA Micro Area",22340,23.8,94,3.265022577283779,327,11.358110455019103,255,8.857242097950676,542,18.825981243487323,171,5.939562348037513,219,7.606807919416464,40,1.3893713094824591,24,0.8336227856894755,509,17.679749913164294,2879
"Flagstaff, AZ Metro Area",22380,31.3,1525,6.907641436789419,1679,7.605199981881597,2000,9.05920188431399,2397,10.857453458350319,2155,9.761290030348327,1944,8.8055442315532,1570,7.1114734791864835,1702,7.709380803551206,5544,25.112107623318387,22077
"Flint, MI Metro Area",22420,31.1,2102,4.333127190270048,3833,7.901463615749329,5520,11.379097093382807,5429,11.19150690579262,4634,9.552669552669553,3521,7.258297258297258,3098,6.386312100597815,4023,8.293135435992578,12428,25.619459905174192,48510
"Florence, SC Metro Area",22500,31.5,1660,6.3873177113394135,2038,7.841779214282966,2542,9.781061218207704,2101,8.084189464773559,2259,8.692138981876948,1238,4.763553811227827,1572,6.048712917003347,2624,10.096579322020855,5911,22.744237946823656,25989
"Florence-Muscle Shoals, AL Metro Area",22520,27.0,932,4.7687269750307,2221,11.364101514531313,2155,11.02640196479738,2101,10.750102333196889,1925,9.849570200573066,1480,7.57265656979124,831,4.251944330740892,1202,6.150225133033156,3537,18.097625869832175,19544
"Fond du Lac, WI Metro Area",22540,24.8,642,5.032925682031985,1756,13.76607086861085,1752,13.734713076199437,1998,15.663217309501412,1093,8.56851677641894,977,7.659140796487927,705,5.52681091251176,1184,9.281906553778613,2006,15.72593289432424,12756
"Forest City, NC Micro Area",22580,27.1,301,4.368650217706822,639,9.274310595065312,848,12.307692307692308,832,12.075471698113208,507,7.3584905660377355,409,5.936139332365747,292,4.238026124818578,433,6.284470246734397,1408,20.43541364296081,6890
"Forrest City, AR Micro Area",22620,31.9,73,2.069160997732426,245,6.944444444444445,280,7.936507936507936,350,9.920634920634921,424,12.01814058956916,431,12.21655328798186,147,4.166666666666666,302,8.560090702947845,819,23.214285714285715,3528
"Fort Collins-Loveland, CO Metro Area",22660,32.4,1194,2.2078402366863905,2806,5.188609467455621,5711,10.560281065088757,6848,12.662721893491124,6799,12.572115384615385,4782,8.842455621301776,3671,6.788091715976331,4878,9.019970414201184,14569,26.939718934911244,54080
"Fort Dodge, IA Micro Area",22700,25.4,371,7.929044667664032,450,9.617439623851249,763,16.306903184441122,511,10.921136995084419,589,12.588159863218637,332,7.095533233596922,137,2.9279760632613807,404,8.634323573413122,737,15.751228895063047,4679
"Fort Leonard Wood, MO Micro Area",22780,23.3,269,4.032378953680108,717,10.748013791035827,1343,20.131914255733776,1070,16.03957427672013,578,8.664368160695547,414,6.205966122020687,286,4.2872133113476245,422,6.325888172687753,969,14.525558387048418,6671
"Fort Madison, IA Micro Area",22800,28.6,135,3.851640513552068,340,9.700427960057063,472,13.46647646219686,422,12.039942938659058,270,7.703281027104136,472,13.46647646219686,184,5.249643366619115,191,5.449358059914408,636,18.145506419400856,3505
"Fort Morgan, CO Micro Area",22820,27.0,170,4.415584415584416,491,12.753246753246753,594,15.428571428571427,250,6.493506493506493,494,12.831168831168831,244,6.337662337662338,266,6.909090909090909,192,4.987012987012987,700,18.181818181818183,3850
"Fort Payne, AL Micro Area",22840,26.9,149,2.470978441127695,680,11.276948590381426,845,14.013266998341626,420,6.965174129353234,547,9.071310116086236,517,8.57379767827529,271,4.494195688225539,325,5.389718076285241,841,13.9469320066335,6030
"Fort Smith, AR-OK Metro Area",22900,25.9,1398,4.587216170101064,3298,10.821630135188345,4507,14.788686179288622,4306,14.129150807192545,2488,8.163801023756397,2130,6.9891061819136375,1624,5.328783304895655,2634,8.642866517915737,5511,18.08308176926106,30476
"Fort Wayne, IN Metro Area",23060,27.2,2044,3.8520975462666316,6020,11.345218800648297,7392,13.930873318005352,7008,13.20719158719988,5468,10.30492631261543,4102,7.730579322302213,2932,5.525611548754288,4020,7.5760431193697935,10817,20.38558667219479,53062
"Frankfort, IN Micro Area",23140,25.6,93,2.859778597785978,486,14.944649446494465,396,12.177121771217712,481,14.790897908979089,409,12.576875768757686,348,10.70110701107011,129,3.9667896678966788,238,7.318573185731856,433,13.314883148831488,3252
"Frankfort, KY Micro Area",23180,27.9,612,6.042654028436019,1298,12.815955766192733,1249,12.33214849921011,1040,10.268562401263823,1035,10.219194312796208,760,7.50394944707741,757,7.47432859399684,712,7.03001579778831,2128,21.011058451816748,10128
"Franklin, KY Micro Area",23190,28.1,95,3.665123456790124,307,11.844135802469136,425,16.396604938271604,159,6.1342592592592595,265,10.223765432098766,289,11.149691358024691,106,4.089506172839506,63,2.430555555555556,589,22.723765432098766,2592
"Fredericksburg, TX Micro Area",23240,29.8,146,4.467564259485924,191,5.844553243574051,236,7.221542227662178,344,10.526315789473683,473,14.473684210526317,250,7.649938800489596,357,10.924112607099143,268,8.200734394124847,469,14.351285189718482,3268
"Freeport, IL Micro Area",23300,27.4,325,5.757307351638618,613,10.859167404782994,796,14.100974313551815,605,10.717449069973428,507,8.981399468556244,612,10.841452612931798,302,5.349867139061116,422,7.475642161204606,973,17.236492471213463,5645
"Fremont, NE Micro Area",23340,25.5,196,3.9684146588378217,1033,20.915165013160557,754,15.266248228386313,277,5.608422757643248,779,15.772423567523791,297,6.013363028953229,255,5.162988459202268,273,5.527434703381251,806,16.319092933792266,4939
"Fremont, OH Micro Area",23380,26.3,413,6.5712012728719165,586,9.32378679395386,1055,16.785998408910103,600,9.54653937947494,746,11.86953062848051,456,7.255369928400955,320,5.0914876690533015,322,5.123309466984885,1201,19.10898965791567,6285
"Fresno, CA Metro Area",23420,32.7,6025,3.7899040729674476,11482,7.222519264035225,16936,10.65324736593804,16927,10.647586098443151,15272,9.606541909105205,13703,8.619594275829533,10372,6.524296272998899,13988,8.798867746501022,43375,27.284164176757354,158975
"Gadsden, AL Metro Area",23460,30.0,449,4.368129195447028,1006,9.786944255277751,1158,11.265687323669619,1060,10.312287187469598,812,7.899601128514447,832,8.094172584881798,349,3.3952719136102734,928,9.028115575445081,2388,23.2318318902617,10279
"Gaffney, SC Micro Area",23500,29.0,180,3.082719643774619,531,9.094022949135127,766,13.118684706285322,395,6.76485699606097,678,11.611577324884397,534,9.145401609864704,269,4.606953245418736,490,8.39184791916424,979,16.76656961808529,5839
"Gainesville, FL Metro Area",23540,37.1,1323,2.3394811762833547,3351,5.925624657388905,4872,8.615232268218069,5752,10.171349755088327,4745,8.390656221817475,3869,6.841611996251172,3655,6.463192516489541,5340,9.442803840780888,18060,31.93577478736008,56551
"Gainesville, GA Metro Area",23580,30.5,1180,5.31962852763502,1898,8.556487241907854,2365,10.66179785411595,2546,11.47777477233793,2258,10.179424758813452,1558,7.023712920385898,1772,7.988459110990894,1878,8.466324046524209,5374,24.22685059958525,22182
"Gainesville, TX Micro Area",23620,27.9,188,4.154696132596685,226,4.9944751381215475,666,14.718232044198896,734,16.22099447513812,356,7.867403314917127,288,6.364640883977901,446,9.85635359116022,257,5.679558011049723,882,19.49171270718232,4525
"Galesburg, IL Micro Area",23660,32.2,312,4.972111553784861,506,8.063745019920319,654,10.422310756972111,717,11.426294820717132,506,8.063745019920319,552,8.796812749003983,425,6.772908366533864,404,6.438247011952192,1809,28.828685258964143,6275
"Gallipolis, OH Micro Area",23680,25.9,140,5.237560793116349,225,8.417508417508419,282,10.549943883277217,363,13.580246913580247,309,11.560044893378226,70,2.6187803965581744,139,5.200149644594089,161,6.0231949120838015,448,16.760194537972314,2673
"Gallup, NM Micro Area",23700,22.9,660,10.031919744642043,965,14.667882656938744,836,12.707098343213255,569,8.648730810153518,393,5.973552211582307,387,5.88235294117647,285,4.331965344277246,378,5.745554035567715,1098,16.689466484268127,6579
"Garden City, KS Micro Area",23780,19.5,695,14.63465992840598,893,18.803958728153294,757,15.940197936407666,412,8.675510633817646,332,6.9909454622025695,284,5.980206359233523,293,6.169719941040219,210,4.421983575489577,676,14.234575700147401,4749
"Gardnerville Ranchos, NV-CA Micro Area",23820,31.3,223,4.791577137945853,397,8.530296519123334,431,9.260850880962613,561,12.054146970348087,431,9.260850880962613,261,5.608079071766222,138,2.965191233347658,473,10.163300386764075,1311,28.16931671680275,4654
"Gettysburg, PA Metro Area",23900,27.4,495,5.848989719957462,737,8.70849580527,1260,14.888337468982629,779,9.204773720902754,1168,13.801252510929931,744,8.791208791208792,409,4.832801606995155,594,7.018787663948954,1492,17.62968214581118,8463
"Gillette, WY Micro Area",23940,30.8,326,8.44559585492228,282,7.305699481865285,566,14.663212435233161,219,5.673575129533679,322,8.341968911917098,234,6.062176165803109,375,9.71502590673575,420,10.880829015544041,761,19.71502590673575,3860
"Glasgow, KY Micro Area",23980,28.2,301,4.117083846259062,692,9.465189440569006,929,12.706880043769662,757,10.354260703050198,858,11.735740664751743,482,6.592805361783614,324,4.431678292983176,495,6.770619614279852,1624,22.21310354260703,7311
"Glens Falls, NY Metro Area",24020,28.7,580,4.068177035842043,1271,8.9149189871642,2003,14.049238970330363,1864,13.074279301395805,1205,8.451988496878727,1432,10.04418881952725,644,4.517079329452199,972,6.81770358420425,3270,22.93610156414393,14257
"Gloversville, NY Micro Area",24100,26.9,252,3.619649525998277,820,11.778224648089628,1115,16.01551278368285,768,11.031312841137604,647,9.293306521114623,613,8.80494110887676,294,4.222924446997989,495,7.110025854639472,1401,20.12352772191899,6962
"Goldsboro, NC Metro Area",24140,28.0,844,4.677973617115619,1870,10.364704578206407,2051,11.367919299412483,2128,11.794701252632747,1955,10.835827513579426,1585,8.78505708901452,715,3.96297527990245,1554,8.613235783172597,3433,19.027823966300854,18042
"Granbury, TX Micro Area",24180,30.4,129,2.763496143958869,515,11.032562125107113,386,8.269065981148243,553,11.846615252784918,470,10.068551842330763,373,7.990574121679519,184,3.941730934018852,485,10.389888603256212,1065,22.81491002570694,4668
"Grand Forks, ND-MN Metro Area",24220,28.4,699,3.8084341288002617,2062,11.234608259779884,2224,12.117249645853764,2528,13.773564345646724,1777,9.681813228723984,1355,7.382586902037704,1358,7.398932112890923,1548,8.434128800261522,3920,21.35774218154081,18354
"Grand Island, NE Metro Area",24260,27.5,435,4.247632067180939,1298,12.674543501611172,1413,13.797480714773949,1101,10.75090323210624,995,9.715848061712723,1210,11.815252416756177,481,4.6968069524460505,1045,10.204081632653061,1493,14.57865442827849,10241
